date,province_eng,region_eng,Net_Profit_all,net_profit_foreign,net_profit_thai,no_tourist_all,no_tourist_foreign,no_tourist_thai,occupancy_rate
5/1/2021,Lamphun ,north,,,,,,,
5/1/2021,Mae Hong Son ,north,,,,,,,
5/1/2021,Uttaradit ,north,,,,,,,
5/1/2021,Uthai Thani ,north,,,,,,,
5/1/2021,Sukhothai ,north,,,,,,,
5/1/2021,Nan ,north,,,,,,,
5/1/2021,Kalasin ,east_northeast,,,,,,,
5/1/2021,Khon Kaen ,east_northeast,,,,,,,
5/1/2021,Chaiyaphum ,east_northeast,,,,,,,
5/1/2021,Nakhon Phanom ,east_northeast,,,,,,,
5/1/2021,Nakhon Ratchasima ,east_northeast,,,,,,,
5/1/2021,Buriram ,east_northeast,,,,,,,
5/1/2021,Maha Sarakham ,east_northeast,,,,,,,
5/1/2021,Mukdahan ,east_northeast,,,,,,,
5/1/2021,Roi Et ,east_northeast,,,,,,,
5/1/2021,Loei ,east_northeast,,,,,,,
5/1/2021,Sisaket ,south,,,,,,,
5/1/2021,Surin ,east_northeast,,,,,,,
5/1/2021,Nong Khai ,east_northeast,,,,,,,
5/1/2021,Bueng Kan ,east_northeast,,,,,,,
5/1/2021,Udon Thani ,east_northeast,,,,,,,
5/1/2021,Ubon Ratchathani ,east_northeast,,,,,,,
5/1/2021,Sakon Nakhon ,east_northeast,,,,,,,
5/1/2021,Yasothon ,east_northeast,,,,,,,
5/1/2021,Amnat Charoen ,east_northeast,,,,,,,
5/1/2021,Nong Bua Lamphu ,east_northeast,,,,,,,
5/1/2022,Bangkok,central,,,,,,,
5/1/2022,Lopburi ,central,,,,,,,
5/1/2022,Phra Nakhon Si Ayutthaya ,central,,,,,,,
5/1/2022,Saraburi ,central,,,,,,,
5/1/2022,Chainat ,central,,,,,,,
5/1/2022,Nakhon Pathom ,central,,,,,,,
5/1/2022,Sing Buri ,central,,,,,,,
5/1/2022,Ang Thong ,central,,,,,,,
5/1/2022,Nonthaburi ,central,,,,,,,
5/1/2022,Pathum Thani ,central,,,,,,,
5/1/2022,Samut Prakan ,central,,,,,,,
5/1/2022,Samut Sakhon ,central,,,,,,,
5/1/2022,Chachoengsao ,east,,,,,,,
5/1/2022,Ratchaburi ,central,,,,,,,
5/1/2022,Kanchanaburi ,central,,,,,,,
5/1/2022,Samut Songkhram ,central,,,,,,,
5/1/2022,Suphan Buri ,central,,,,,,,
5/1/2022,Phetchaburi ,central,,,,,,,
5/1/2022,Prachuap Khiri Khan ,central,,,,,,,
5/1/2022,Chonburi ,east,,,,,,,
5/1/2022,Chanthaburi ,east,,,,,,,
5/1/2022,Trat ,east,,,,,,,
5/1/2022,Nakhon Nayok ,east,,,,,,,
5/1/2022,Prachinburi ,east,,,,,,,
5/1/2022,Rayong ,east,,,,,,,
5/1/2022,Sa Kaeo ,east,,,,,,,
5/1/2022,Phuket ,south,,,,,,,
5/1/2022,Phatthalung ,south,,,,,,,
5/1/2022,Trang ,south,,,,,,,
5/1/2022,Ranong ,south,,,,,,,
5/1/2022,Chumphon ,south,,,,,,,
5/1/2022,Pattani ,south,,,,,,,
5/1/2022,Yala ,south,,,,,,,
5/1/2022,Nakhon Si Thammarat ,south,,,,,,,
5/1/2022,Narathiwat ,south,,,,,,,
5/1/2022,Krabi ,south,,,,,,,
5/1/2022,Songkhla ,south,,,,,,,
5/1/2022,Phang Nga ,south,,,,,,,
5/1/2022,Surat Thani ,south,,,,,,,
5/1/2022,Satun ,south,,,,,,,
5/1/2022,Kamphaeng Phet ,north,,,,,,,
5/1/2022,Chiang Rai ,north,,,,,,,
5/1/2022,Chiang Mai ,north,,,,,,,
5/1/2022,Phichit ,north,,,,,,,
5/1/2022,Nakhon Sawan ,north,,,,,,,
5/1/2022,Tak ,north,,,,,,,
5/1/2022,Phitsanulok ,north,,,,,,,
5/1/2022,Phayao ,north,,,,,,,
5/1/2022,Phetchabun ,north,,,,,,,
5/1/2022,Phrae ,north,,,,,,,
5/1/2022,Lampang ,north,,,,,,,
5/1/2022,Lamphun ,north,,,,,,,
5/1/2022,Mae Hong Son ,north,,,,,,,
5/1/2022,Uttaradit ,north,,,,,,,
5/1/2022,Uthai Thani ,north,,,,,,,
5/1/2022,Sukhothai ,north,,,,,,,
5/1/2022,Nan ,north,,,,,,,
5/1/2022,Kalasin ,east_northeast,,,,,,,
5/1/2022,Khon Kaen ,east_northeast,,,,,,,
5/1/2022,Chaiyaphum ,east_northeast,,,,,,,
5/1/2022,Nakhon Phanom ,east_northeast,,,,,,,
5/1/2022,Nakhon Ratchasima ,east_northeast,,,,,,,
5/1/2022,Buriram ,east_northeast,,,,,,,
5/1/2022,Maha Sarakham ,east_northeast,,,,,,,
5/1/2022,Mukdahan ,east_northeast,,,,,,,
5/1/2022,Roi Et ,east_northeast,,,,,,,
5/1/2022,Loei ,east_northeast,,,,,,,
5/1/2022,Sisaket ,south,,,,,,,
5/1/2022,Surin ,east_northeast,,,,,,,
5/1/2022,Nong Khai ,east_northeast,,,,,,,
5/1/2022,Bueng Kan ,east_northeast,,,,,,,
5/1/2022,Udon Thani ,east_northeast,,,,,,,
5/1/2022,Ubon Ratchathani ,east_northeast,,,,,,,
5/1/2022,Sakon Nakhon ,east_northeast,,,,,,,
5/1/2022,Yasothon ,east_northeast,,,,,,,
5/1/2022,Amnat Charoen ,east_northeast,,,,,,,
5/1/2022,Nong Bua Lamphu ,east_northeast,,,,,,,
6/1/2019,Bangkok,central,,,,,,,
6/1/2019,Lopburi ,central,,,,,,,
6/1/2019,Phra Nakhon Si Ayutthaya ,central,,,,,,,
6/1/2019,Saraburi ,central,,,,,,,
6/1/2019,Chainat ,central,,,,,,,
6/1/2019,Nakhon Pathom ,central,,,,,,,
6/1/2019,Sing Buri ,central,,,,,,,
6/1/2019,Ang Thong ,central,,,,,,,
6/1/2019,Nonthaburi ,central,,,,,,,
6/1/2019,Pathum Thani ,central,,,,,,,
6/1/2019,Samut Prakan ,central,,,,,,,
6/1/2019,Samut Sakhon ,central,,,,,,,
6/1/2019,Chachoengsao ,east,,,,,,,
6/1/2019,Ratchaburi ,central,,,,,,,
6/1/2019,Kanchanaburi ,central,,,,,,,
6/1/2019,Samut Songkhram ,central,,,,,,,
6/1/2019,Suphan Buri ,central,,,,,,,
6/1/2019,Phetchaburi ,central,,,,,,,
6/1/2019,Prachuap Khiri Khan ,central,,,,,,,
6/1/2019,Chonburi ,east,,,,,,,
6/1/2019,Chanthaburi ,east,,,,,,,
6/1/2019,Trat ,east,,,,,,,
6/1/2019,Nakhon Nayok ,east,,,,,,,
6/1/2019,Prachinburi ,east,,,,,,,
6/1/2019,Rayong ,east,,,,,,,
6/1/2019,Sa Kaeo ,east,,,,,,,
6/1/2019,Phuket ,south,,,,,,,
6/1/2019,Phatthalung ,south,,,,,,,
6/1/2019,Trang ,south,,,,,,,
6/1/2019,Ranong ,south,,,,,,,
6/1/2019,Chumphon ,south,,,,,,,
6/1/2019,Pattani ,south,,,,,,,
6/1/2019,Yala ,south,,,,,,,
6/1/2019,Nakhon Si Thammarat ,south,,,,,,,
6/1/2019,Narathiwat ,south,,,,,,,
6/1/2019,Krabi ,south,,,,,,,
6/1/2019,Songkhla ,south,,,,,,,
6/1/2019,Phang Nga ,south,,,,,,,
6/1/2019,Surat Thani ,south,,,,,,,
6/1/2019,Satun ,south,,,,,,,
6/1/2019,Kamphaeng Phet ,north,,,,,,,
6/1/2019,Chiang Rai ,north,,,,,,,
6/1/2019,Chiang Mai ,north,,,,,,,
6/1/2019,Phichit ,north,,,,,,,
6/1/2019,Nakhon Sawan ,north,,,,,,,
6/1/2019,Tak ,north,,,,,,,
6/1/2019,Phitsanulok ,north,,,,,,,
6/1/2019,Phayao ,north,,,,,,,
6/1/2019,Phetchabun ,north,,,,,,,
6/1/2019,Phrae ,north,,,,,,,
6/1/2019,Lampang ,north,,,,,,,
6/1/2019,Lamphun ,north,,,,,,,
6/1/2019,Mae Hong Son ,north,,,,,,,
6/1/2019,Uttaradit ,north,,,,,,,
6/1/2019,Uthai Thani ,north,,,,,,,
6/1/2019,Sukhothai ,north,,,,,,,
6/1/2019,Nan ,north,,,,,,,
6/1/2019,Kalasin ,east_northeast,,,,,,,
6/1/2019,Khon Kaen ,east_northeast,,,,,,,
6/1/2019,Chaiyaphum ,east_northeast,,,,,,,
6/1/2019,Nakhon Phanom ,east_northeast,,,,,,,
6/1/2019,Nakhon Ratchasima ,east_northeast,,,,,,,
6/1/2019,Buriram ,east_northeast,,,,,,,
6/1/2019,Maha Sarakham ,east_northeast,,,,,,,
6/1/2019,Mukdahan ,east_northeast,,,,,,,
6/1/2019,Roi Et ,east_northeast,,,,,,,
6/1/2019,Loei ,east_northeast,,,,,,,
6/1/2019,Sisaket ,south,,,,,,,
6/1/2019,Surin ,east_northeast,,,,,,,
6/1/2019,Nong Khai ,east_northeast,,,,,,,
6/1/2019,Bueng Kan ,east_northeast,,,,,,,
6/1/2019,Udon Thani ,east_northeast,,,,,,,
6/1/2019,Ubon Ratchathani ,east_northeast,,,,,,,
6/1/2019,Sakon Nakhon ,east_northeast,,,,,,,
6/1/2019,Yasothon ,east_northeast,,,,,,,
6/1/2019,Amnat Charoen ,east_northeast,,,,,,,
6/1/2019,Nong Bua Lamphu ,east_northeast,,,,,,,
6/1/2020,Bangkok,central,,,,,,,
6/1/2020,Lopburi ,central,,,,,,,
6/1/2020,Phra Nakhon Si Ayutthaya ,central,,,,,,,
6/1/2020,Saraburi ,central,,,,,,,
6/1/2020,Chainat ,central,,,,,,,
6/1/2020,Nakhon Pathom ,central,,,,,,,
6/1/2020,Sing Buri ,central,,,,,,,
6/1/2020,Ang Thong ,central,,,,,,,
6/1/2020,Nonthaburi ,central,,,,,,,
6/1/2020,Pathum Thani ,central,,,,,,,
6/1/2020,Samut Prakan ,central,,,,,,,
6/1/2020,Samut Sakhon ,central,,,,,,,
6/1/2020,Chachoengsao ,east,,,,,,,
6/1/2020,Ratchaburi ,central,,,,,,,
6/1/2020,Kanchanaburi ,central,,,,,,,
6/1/2020,Samut Songkhram ,central,,,,,,,
6/1/2020,Suphan Buri ,central,,,,,,,
6/1/2020,Phetchaburi ,central,,,,,,,
6/1/2020,Prachuap Khiri Khan ,central,,,,,,,
6/1/2020,Chonburi ,east,,,,,,,
6/1/2020,Chanthaburi ,east,,,,,,,
6/1/2020,Trat ,east,,,,,,,
6/1/2020,Nakhon Nayok ,east,,,,,,,
6/1/2020,Prachinburi ,east,,,,,,,
6/1/2020,Rayong ,east,,,,,,,
6/1/2020,Sa Kaeo ,east,,,,,,,
6/1/2020,Phuket ,south,,,,,,,
6/1/2020,Phatthalung ,south,,,,,,,
6/1/2020,Trang ,south,,,,,,,
6/1/2020,Ranong ,south,,,,,,,
6/1/2020,Chumphon ,south,,,,,,,
6/1/2020,Pattani ,south,,,,,,,
6/1/2020,Yala ,south,,,,,,,
6/1/2020,Nakhon Si Thammarat ,south,,,,,,,
6/1/2020,Narathiwat ,south,,,,,,,
6/1/2020,Krabi ,south,,,,,,,
6/1/2020,Songkhla ,south,,,,,,,
6/1/2020,Phang Nga ,south,,,,,,,
6/1/2020,Surat Thani ,south,,,,,,,
6/1/2020,Satun ,south,,,,,,,
6/1/2020,Kamphaeng Phet ,north,,,,,,,
6/1/2020,Chiang Rai ,north,,,,,,,
6/1/2020,Chiang Mai ,north,,,,,,,
6/1/2020,Phichit ,north,,,,,,,
6/1/2020,Nakhon Sawan ,north,,,,,,,
6/1/2020,Tak ,north,,,,,,,
6/1/2020,Phitsanulok ,north,,,,,,,
6/1/2020,Phayao ,north,,,,,,,
6/1/2020,Phetchabun ,north,,,,,,,
6/1/2020,Phrae ,north,,,,,,,
6/1/2020,Lampang ,north,,,,,,,
6/1/2020,Lamphun ,north,,,,,,,
6/1/2020,Mae Hong Son ,north,,,,,,,
6/1/2020,Uttaradit ,north,,,,,,,
6/1/2020,Uthai Thani ,north,,,,,,,
6/1/2020,Sukhothai ,north,,,,,,,
6/1/2020,Nan ,north,,,,,,,
6/1/2020,Kalasin ,east_northeast,,,,,,,
6/1/2020,Khon Kaen ,east_northeast,,,,,,,
6/1/2020,Chaiyaphum ,east_northeast,,,,,,,
6/1/2020,Nakhon Phanom ,east_northeast,,,,,,,
6/1/2020,Nakhon Ratchasima ,east_northeast,,,,,,,
6/1/2020,Buriram ,east_northeast,,,,,,,
6/1/2020,Maha Sarakham ,east_northeast,,,,,,,
6/1/2020,Mukdahan ,east_northeast,,,,,,,
6/1/2020,Roi Et ,east_northeast,,,,,,,
6/1/2020,Loei ,east_northeast,,,,,,,
6/1/2020,Sisaket ,south,,,,,,,
6/1/2020,Surin ,east_northeast,,,,,,,
6/1/2020,Nong Khai ,east_northeast,,,,,,,
6/1/2020,Bueng Kan ,east_northeast,,,,,,,
6/1/2020,Udon Thani ,east_northeast,,,,,,,
6/1/2020,Ubon Ratchathani ,east_northeast,,,,,,,
6/1/2020,Sakon Nakhon ,east_northeast,,,,,,,
6/1/2020,Yasothon ,east_northeast,,,,,,,
6/1/2020,Amnat Charoen ,east_northeast,,,,,,,
6/1/2020,Nong Bua Lamphu ,east_northeast,,,,,,,
6/1/2021,Bangkok,central,,,,,,,
6/1/2021,Lopburi ,central,,,,,,,
6/1/2021,Phra Nakhon Si Ayutthaya ,central,,,,,,,
6/1/2021,Saraburi ,central,,,,,,,
6/1/2021,Chainat ,central,,,,,,,
6/1/2021,Nakhon Pathom ,central,,,,,,,
6/1/2021,Sing Buri ,central,,,,,,,
6/1/2021,Ang Thong ,central,,,,,,,
6/1/2021,Nonthaburi ,central,,,,,,,
6/1/2021,Pathum Thani ,central,,,,,,,
6/1/2021,Samut Prakan ,central,,,,,,,
6/1/2021,Samut Sakhon ,central,,,,,,,
6/1/2021,Chachoengsao ,east,,,,,,,
6/1/2021,Ratchaburi ,central,,,,,,,
6/1/2021,Kanchanaburi ,central,,,,,,,
6/1/2021,Samut Songkhram ,central,,,,,,,
6/1/2021,Suphan Buri ,central,,,,,,,
6/1/2021,Phetchaburi ,central,,,,,,,
6/1/2021,Prachuap Khiri Khan ,central,,,,,,,
6/1/2021,Chonburi ,east,,,,,,,
6/1/2021,Chanthaburi ,east,,,,,,,
6/1/2021,Trat ,east,,,,,,,
6/1/2021,Nakhon Nayok ,east,,,,,,,
6/1/2021,Prachinburi ,east,,,,,,,
6/1/2021,Rayong ,east,,,,,,,
6/1/2021,Sa Kaeo ,east,,,,,,,
6/1/2021,Phuket ,south,,,,,,,
6/1/2021,Phatthalung ,south,,,,,,,
6/1/2021,Trang ,south,,,,,,,
6/1/2021,Ranong ,south,,,,,,,
6/1/2021,Chumphon ,south,,,,,,,
6/1/2021,Pattani ,south,,,,,,,
6/1/2021,Yala ,south,,,,,,,
6/1/2021,Nakhon Si Thammarat ,south,,,,,,,
6/1/2021,Narathiwat ,south,,,,,,,
6/1/2021,Krabi ,south,,,,,,,
6/1/2021,Songkhla ,south,,,,,,,
6/1/2021,Phang Nga ,south,,,,,,,
6/1/2021,Surat Thani ,south,,,,,,,
6/1/2021,Satun ,south,,,,,,,
6/1/2021,Kamphaeng Phet ,north,,,,,,,
6/1/2021,Chiang Rai ,north,,,,,,,
6/1/2021,Chiang Mai ,north,,,,,,,
6/1/2021,Phichit ,north,,,,,,,
6/1/2021,Nakhon Sawan ,north,,,,,,,
6/1/2021,Tak ,north,,,,,,,
6/1/2021,Phitsanulok ,north,,,,,,,
6/1/2021,Phayao ,north,,,,,,,
6/1/2021,Phetchabun ,north,,,,,,,
6/1/2021,Phrae ,north,,,,,,,
6/1/2021,Lampang ,north,,,,,,,
6/1/2021,Lamphun ,north,,,,,,,
6/1/2021,Mae Hong Son ,north,,,,,,,
6/1/2021,Uttaradit ,north,,,,,,,
6/1/2021,Uthai Thani ,north,,,,,,,
6/1/2021,Sukhothai ,north,,,,,,,
6/1/2021,Nan ,north,,,,,,,
6/1/2021,Kalasin ,east_northeast,,,,,,,
6/1/2021,Khon Kaen ,east_northeast,,,,,,,
6/1/2021,Chaiyaphum ,east_northeast,,,,,,,
6/1/2021,Nakhon Phanom ,east_northeast,,,,,,,
6/1/2021,Nakhon Ratchasima ,east_northeast,,,,,,,
6/1/2021,Buriram ,east_northeast,,,,,,,
6/1/2021,Maha Sarakham ,east_northeast,,,,,,,
6/1/2021,Mukdahan ,east_northeast,,,,,,,
6/1/2021,Roi Et ,east_northeast,,,,,,,
6/1/2021,Loei ,east_northeast,,,,,,,
6/1/2021,Sisaket ,south,,,,,,,
6/1/2021,Surin ,east_northeast,,,,,,,
6/1/2021,Nong Khai ,east_northeast,,,,,,,
6/1/2021,Bueng Kan ,east_northeast,,,,,,,
6/1/2021,Udon Thani ,east_northeast,,,,,,,
6/1/2021,Ubon Ratchathani ,east_northeast,,,,,,,
6/1/2021,Sakon Nakhon ,east_northeast,,,,,,,
6/1/2021,Yasothon ,east_northeast,,,,,,,
6/1/2021,Amnat Charoen ,east_northeast,,,,,,,
6/1/2021,Nong Bua Lamphu ,east_northeast,,,,,,,
6/1/2022,Bangkok,central,,,,,,,
6/1/2022,Lopburi ,central,,,,,,,
6/1/2022,Phra Nakhon Si Ayutthaya ,central,,,,,,,
6/1/2022,Saraburi ,central,,,,,,,
6/1/2022,Chainat ,central,,,,,,,
6/1/2022,Nakhon Pathom ,central,,,,,,,
6/1/2022,Sing Buri ,central,,,,,,,
6/1/2022,Ang Thong ,central,,,,,,,
6/1/2022,Nonthaburi ,central,,,,,,,
6/1/2022,Pathum Thani ,central,,,,,,,
6/1/2022,Samut Prakan ,central,,,,,,,
6/1/2022,Samut Sakhon ,central,,,,,,,
6/1/2022,Chachoengsao ,east,,,,,,,
6/1/2022,Ratchaburi ,central,,,,,,,
6/1/2022,Kanchanaburi ,central,,,,,,,
6/1/2022,Samut Songkhram ,central,,,,,,,
6/1/2022,Suphan Buri ,central,,,,,,,
6/1/2022,Phetchaburi ,central,,,,,,,
6/1/2022,Prachuap Khiri Khan ,central,,,,,,,
6/1/2022,Chonburi ,east,,,,,,,
6/1/2022,Chanthaburi ,east,,,,,,,
6/1/2022,Trat ,east,,,,,,,
6/1/2022,Nakhon Nayok ,east,,,,,,,
6/1/2022,Prachinburi ,east,,,,,,,
6/1/2022,Rayong ,east,,,,,,,
6/1/2022,Sa Kaeo ,east,,,,,,,
6/1/2022,Phuket ,south,,,,,,,
6/1/2022,Phatthalung ,south,,,,,,,
6/1/2022,Trang ,south,,,,,,,
6/1/2022,Ranong ,south,,,,,,,
6/1/2022,Chumphon ,south,,,,,,,
6/1/2022,Pattani ,south,,,,,,,
6/1/2022,Yala ,south,,,,,,,
6/1/2022,Nakhon Si Thammarat ,south,,,,,,,
6/1/2022,Narathiwat ,south,,,,,,,
6/1/2022,Krabi ,south,,,,,,,
6/1/2022,Songkhla ,south,,,,,,,
6/1/2022,Phang Nga ,south,,,,,,,
6/1/2022,Surat Thani ,south,,,,,,,
6/1/2022,Satun ,south,,,,,,,
6/1/2022,Kamphaeng Phet ,north,,,,,,,
6/1/2022,Chiang Rai ,north,,,,,,,
6/1/2022,Chiang Mai ,north,,,,,,,
6/1/2022,Phichit ,north,,,,,,,
6/1/2022,Nakhon Sawan ,north,,,,,,,
6/1/2022,Tak ,north,,,,,,,
6/1/2022,Phitsanulok ,north,,,,,,,
6/1/2022,Phayao ,north,,,,,,,
6/1/2022,Phetchabun ,north,,,,,,,
6/1/2022,Phrae ,north,,,,,,,
6/1/2022,Lampang ,north,,,,,,,
6/1/2022,Lamphun ,north,,,,,,,
6/1/2022,Mae Hong Son ,north,,,,,,,
6/1/2022,Uttaradit ,north,,,,,,,
6/1/2022,Uthai Thani ,north,,,,,,,
6/1/2022,Sukhothai ,north,,,,,,,
6/1/2022,Nan ,north,,,,,,,
6/1/2022,Kalasin ,east_northeast,,,,,,,
6/1/2022,Khon Kaen ,east_northeast,,,,,,,
6/1/2022,Chaiyaphum ,east_northeast,,,,,,,
6/1/2022,Nakhon Phanom ,east_northeast,,,,,,,
6/1/2022,Nakhon Ratchasima ,east_northeast,,,,,,,
6/1/2022,Buriram ,east_northeast,,,,,,,
6/1/2022,Maha Sarakham ,east_northeast,,,,,,,
6/1/2022,Mukdahan ,east_northeast,,,,,,,
6/1/2022,Roi Et ,east_northeast,,,,,,,
6/1/2022,Loei ,east_northeast,,,,,,,
6/1/2022,Sisaket ,south,,,,,,,
6/1/2022,Surin ,east_northeast,,,,,,,
6/1/2022,Nong Khai ,east_northeast,,,,,,,
6/1/2022,Bueng Kan ,east_northeast,,,,,,,
6/1/2022,Udon Thani ,east_northeast,,,,,,,
6/1/2022,Ubon Ratchathani ,east_northeast,,,,,,,
6/1/2022,Sakon Nakhon ,east_northeast,,,,,,,
6/1/2022,Yasothon ,east_northeast,,,,,,,
6/1/2022,Amnat Charoen ,east_northeast,,,,,,,
6/1/2022,Nong Bua Lamphu ,east_northeast,,,,,,,
7/1/2019,Bangkok,central,,,,,,,
7/1/2019,Lopburi ,central,,,,,,,
7/1/2019,Phra Nakhon Si Ayutthaya ,central,,,,,,,
7/1/2019,Saraburi ,central,,,,,,,
7/1/2019,Chainat ,central,,,,,,,
7/1/2019,Nakhon Pathom ,central,,,,,,,
7/1/2019,Sing Buri ,central,,,,,,,
7/1/2019,Ang Thong ,central,,,,,,,
7/1/2019,Nonthaburi ,central,,,,,,,
7/1/2019,Pathum Thani ,central,,,,,,,
7/1/2019,Samut Prakan ,central,,,,,,,
7/1/2019,Samut Sakhon ,central,,,,,,,
7/1/2019,Chachoengsao ,east,,,,,,,
7/1/2019,Ratchaburi ,central,,,,,,,
7/1/2019,Kanchanaburi ,central,,,,,,,
7/1/2019,Samut Songkhram ,central,,,,,,,
7/1/2019,Suphan Buri ,central,,,,,,,
7/1/2019,Phetchaburi ,central,,,,,,,
7/1/2019,Prachuap Khiri Khan ,central,,,,,,,
7/1/2019,Chonburi ,east,,,,,,,
7/1/2019,Chanthaburi ,east,,,,,,,
7/1/2019,Trat ,east,,,,,,,
7/1/2019,Nakhon Nayok ,east,,,,,,,
7/1/2019,Prachinburi ,east,,,,,,,
7/1/2019,Rayong ,east,,,,,,,
7/1/2019,Sa Kaeo ,east,,,,,,,
7/1/2019,Phuket ,south,,,,,,,
7/1/2019,Phatthalung ,south,,,,,,,
7/1/2019,Trang ,south,,,,,,,
7/1/2019,Ranong ,south,,,,,,,
7/1/2019,Chumphon ,south,,,,,,,
7/1/2019,Pattani ,south,,,,,,,
7/1/2019,Yala ,south,,,,,,,
7/1/2019,Nakhon Si Thammarat ,south,,,,,,,
7/1/2019,Narathiwat ,south,,,,,,,
7/1/2019,Krabi ,south,,,,,,,
7/1/2019,Songkhla ,south,,,,,,,
7/1/2019,Phang Nga ,south,,,,,,,
7/1/2019,Surat Thani ,south,,,,,,,
7/1/2019,Satun ,south,,,,,,,
7/1/2019,Kamphaeng Phet ,north,,,,,,,
7/1/2019,Chiang Rai ,north,,,,,,,
7/1/2019,Chiang Mai ,north,,,,,,,
7/1/2019,Phichit ,north,,,,,,,
7/1/2019,Nakhon Sawan ,north,,,,,,,
7/1/2019,Tak ,north,,,,,,,
7/1/2019,Phitsanulok ,north,,,,,,,
7/1/2019,Phayao ,north,,,,,,,
7/1/2019,Phetchabun ,north,,,,,,,
7/1/2019,Phrae ,north,,,,,,,
7/1/2019,Lampang ,north,,,,,,,
7/1/2019,Lamphun ,north,,,,,,,
7/1/2019,Mae Hong Son ,north,,,,,,,
7/1/2019,Uttaradit ,north,,,,,,,
7/1/2019,Uthai Thani ,north,,,,,,,
7/1/2019,Sukhothai ,north,,,,,,,
7/1/2019,Nan ,north,,,,,,,
7/1/2019,Kalasin ,east_northeast,,,,,,,
7/1/2019,Khon Kaen ,east_northeast,,,,,,,
7/1/2019,Chaiyaphum ,east_northeast,,,,,,,
7/1/2019,Nakhon Phanom ,east_northeast,,,,,,,
7/1/2019,Nakhon Ratchasima ,east_northeast,,,,,,,
7/1/2019,Buriram ,east_northeast,,,,,,,
7/1/2019,Maha Sarakham ,east_northeast,,,,,,,
7/1/2019,Mukdahan ,east_northeast,,,,,,,
7/1/2019,Roi Et ,east_northeast,,,,,,,
7/1/2019,Loei ,east_northeast,,,,,,,
7/1/2019,Sisaket ,south,,,,,,,
7/1/2019,Surin ,east_northeast,,,,,,,
7/1/2019,Nong Khai ,east_northeast,,,,,,,
7/1/2019,Bueng Kan ,east_northeast,,,,,,,
7/1/2019,Udon Thani ,east_northeast,,,,,,,
7/1/2019,Ubon Ratchathani ,east_northeast,,,,,,,
7/1/2019,Sakon Nakhon ,east_northeast,,,,,,,
7/1/2019,Yasothon ,east_northeast,,,,,,,
7/1/2019,Amnat Charoen ,east_northeast,,,,,,,
7/1/2019,Nong Bua Lamphu ,east_northeast,,,,,,,
7/1/2020,Bangkok,central,,,,,,,
7/1/2020,Lopburi ,central,,,,,,,
7/1/2020,Phra Nakhon Si Ayutthaya ,central,,,,,,,
7/1/2020,Saraburi ,central,,,,,,,
7/1/2020,Chainat ,central,,,,,,,
7/1/2020,Nakhon Pathom ,central,,,,,,,
7/1/2020,Sing Buri ,central,,,,,,,
7/1/2020,Ang Thong ,central,,,,,,,
7/1/2020,Nonthaburi ,central,,,,,,,
7/1/2020,Pathum Thani ,central,,,,,,,
7/1/2020,Samut Prakan ,central,,,,,,,
7/1/2020,Samut Sakhon ,central,,,,,,,
7/1/2020,Chachoengsao ,east,,,,,,,
7/1/2020,Ratchaburi ,central,,,,,,,
7/1/2020,Kanchanaburi ,central,,,,,,,
7/1/2020,Samut Songkhram ,central,,,,,,,
7/1/2020,Suphan Buri ,central,,,,,,,
7/1/2020,Phetchaburi ,central,,,,,,,
7/1/2020,Prachuap Khiri Khan ,central,,,,,,,
7/1/2020,Chonburi ,east,,,,,,,
7/1/2020,Chanthaburi ,east,,,,,,,
7/1/2020,Trat ,east,,,,,,,
7/1/2020,Nakhon Nayok ,east,,,,,,,
7/1/2020,Prachinburi ,east,,,,,,,
7/1/2020,Rayong ,east,,,,,,,
7/1/2020,Sa Kaeo ,east,,,,,,,
7/1/2020,Phuket ,south,,,,,,,
7/1/2020,Phatthalung ,south,,,,,,,
7/1/2020,Trang ,south,,,,,,,
7/1/2020,Ranong ,south,,,,,,,
7/1/2020,Chumphon ,south,,,,,,,
7/1/2020,Pattani ,south,,,,,,,
7/1/2020,Yala ,south,,,,,,,
7/1/2020,Nakhon Si Thammarat ,south,,,,,,,
7/1/2020,Narathiwat ,south,,,,,,,
7/1/2020,Krabi ,south,,,,,,,
7/1/2020,Songkhla ,south,,,,,,,
7/1/2020,Phang Nga ,south,,,,,,,
7/1/2020,Surat Thani ,south,,,,,,,
7/1/2020,Satun ,south,,,,,,,
7/1/2020,Kamphaeng Phet ,north,,,,,,,
7/1/2020,Chiang Rai ,north,,,,,,,
7/1/2020,Chiang Mai ,north,,,,,,,
7/1/2020,Phichit ,north,,,,,,,
7/1/2020,Nakhon Sawan ,north,,,,,,,
7/1/2020,Tak ,north,,,,,,,
7/1/2020,Phitsanulok ,north,,,,,,,
7/1/2020,Phayao ,north,,,,,,,
7/1/2020,Phetchabun ,north,,,,,,,
7/1/2020,Phrae ,north,,,,,,,
7/1/2020,Lampang ,north,,,,,,,
7/1/2020,Lamphun ,north,,,,,,,
7/1/2020,Mae Hong Son ,north,,,,,,,
7/1/2020,Uttaradit ,north,,,,,,,
7/1/2020,Uthai Thani ,north,,,,,,,
7/1/2020,Sukhothai ,north,,,,,,,
7/1/2020,Nan ,north,,,,,,,
7/1/2020,Kalasin ,east_northeast,,,,,,,
7/1/2020,Khon Kaen ,east_northeast,,,,,,,
7/1/2020,Chaiyaphum ,east_northeast,,,,,,,
7/1/2020,Nakhon Phanom ,east_northeast,,,,,,,
